filename,source_repo,source_path,content,content_length,vulnerable,confidence,notes,checkov_findings,scraped_date
list-iam-users.tf,kelseymok/aws-init-roles,user\list-iam-users.tf,"data ""aws_iam_policy_document"" ""list-iam-users"" {
  statement {
    effect = ""Allow""

    actions = [
      ""iam:GetAccountSummary"",
      ""iam:ListAccountAliases"",
      ""iam:ListGroupsForUser"",
      ""iam:ListUsers"",
    ]

    resources = [
      ""arn:aws:iam::${data.aws_caller_identity.current.account_id}:*"",
    ]
  }

  statement {
    actions = [""iam:GetUser""]

    resources = [
      ""arn:aws:iam::${data.aws_caller_identity.current.account_id}:user/$${aws:username}"",
    ]

    effect = ""Allow""
  }
}

resource ""aws_iam_policy"" ""list-iam-users"" {
  path        = ""/""
  description = ""Lets users see the list of users""

  policy = data.aws_iam_policy_document.list-iam-users.json
}


resource ""aws_iam_user_policy_attachment"" ""list-iam-users"" {
  user = aws_iam_user.this.id
  policy_arn = aws_iam_policy.list-iam-users.arn
}",837,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:03:15
manage-access-keys.tf,kelseymok/aws-init-roles,user\manage-access-keys.tf,"data ""aws_iam_policy_document"" ""access-key-self-service"" {
  statement {
    actions = [
      ""iam:CreateAccessKey"",
      ""iam:DeleteAccessKey"",
      ""iam:ListAccessKeys"",
      ""iam:UpdateAccessKey"",
      ""iam:GetAccessKeyLastUsed""
    ]

    effect = ""Allow""

    condition {
      test     = ""Bool""
      variable = ""aws:MultiFactorAuthPresent""
      values   = [""true""]
    }

    condition {
      test     = ""NumericLessThan""
      variable = ""aws:MultiFactorAuthAge""
      values   = [local.max_session_duration]
    }

    resources = [
      ""arn:aws:iam::${data.aws_caller_identity.current.account_id}:user/$${aws:username}"",
    ]
  }
}

resource ""aws_iam_policy"" ""aws_access_key_self_service"" {
  path        = ""/""
  description = ""Policy for access key self service""

  policy = data.aws_iam_policy_document.access-key-self-service.json
}

resource ""aws_iam_user_policy_attachment"" ""access-key-self-service"" {
  user = aws_iam_user.this.id
  policy_arn = aws_iam_policy.aws_access_key_self_service.arn
}
",1021,False,High,Scoped actions with MFA condition; follows least-privilege,Checkov not installed,2026-06-14 20:03:15
manage-mfa.tf,kelseymok/aws-init-roles,user\manage-mfa.tf,"data ""aws_iam_policy_document"" ""manage-mfa"" {
  statement {
    effect = ""Allow""

    resources = [
      ""arn:aws:iam::${data.aws_caller_identity.current.account_id}:user/$${aws:username}"",
    ]

    actions = [
      ""iam:DeactivateMFADevice"",
      ""iam:EnableMFADevice"",
      ""iam:ResyncMFADevice"",
      ""iam:ListVirtualMFADevices"",
      ""iam:ListMFADevices"",
    ]
  }

  statement {
    effect = ""Allow""

    resources = [
      ""arn:aws:iam::${data.aws_caller_identity.current.account_id}:mfa/$${aws:username}"",
    ]

    actions = [
      ""iam:CreateVirtualMFADevice"",
    ]
  }

  statement {
    effect = ""Allow""

    resources = [
      ""arn:aws:iam::${data.aws_caller_identity.current.account_id}:mfa/*"",
    ]

    actions = [
      ""iam:ListVirtualMFADevices"",
      ""iam:ListMFADevices"",
    ]
  }
}

resource ""aws_iam_policy"" ""aws_mfa_self_service"" {
  path        = ""/""
  description = ""Policy for self-managing MFA""

  policy = data.aws_iam_policy_document.manage-mfa.json
}

resource ""aws_iam_user_policy_attachment"" ""mfa-self-service"" {
  user = aws_iam_user.this.id
  policy_arn = aws_iam_policy.aws_mfa_self_service.arn
}",1148,False,High,Scoped actions with MFA condition; follows least-privilege,Checkov not installed,2026-06-14 20:03:15
main.tf,JousP/terraform-aws-iam-assumeRole,main.tf,"## Get the current caller identity
data ""aws_caller_identity"" ""current"" {
}

## local variable to define the assumeRole policy to attach to the role
locals {
  aws_identifier = length(var.service_identifiers) > 0 && length(var.aws_identifiers) == 0 ? [] : [{
    type        = ""AWS""
    identifiers = coalescelist(var.aws_identifiers, [""arn:aws:iam::${data.aws_caller_identity.current.account_id}:root""])
  }]
  service_identifier = length(var.service_identifiers) == 0 ? [] : [{
    type        = ""Service""
    identifiers = var.service_identifiers
  }]
}

# Generates an IAM policy document
data ""aws_iam_policy_document"" ""iam_assumeRole_generic"" {
  policy_id = ""AssumeRole""
  statement {
    sid     = ""AllowAssumeRole""
    actions = [""sts:AssumeRole""]
    dynamic ""principals"" {
      for_each = local.aws_identifier
      content {
        type        = principals.value[""type""]
        identifiers = principals.value[""identifiers""]
      }
    }
    dynamic ""principals"" {
      for_each = local.service_identifier
      content {
        type        = principals.value[""type""]
        identifiers = principals.value[""identifiers""]
      }
    }
    effect = ""Allow""
  }
}

# Create the IAM role
resource ""aws_iam_role"" ""role"" {
  assume_role_policy    = coalesce(var.assume_role_policy, data.aws_iam_policy_document.iam_assumeRole_generic.json)
  description           = var.description
  force_detach_policies = var.force_detach_policies
  dynamic ""inline_policy"" {
    for_each = var.inline_policy
    content {
      name   = inline_policy.value[""name""]
      policy = inline_policy.value[""policy""]
    }
  }
  managed_policy_arns  = var.managed_policy_arns
  max_session_duration = var.max_session_duration
  name                 = var.name
  name_prefix          = var.name_prefix
  path                 = var.path
  permissions_boundary = var.permissions_boundary
  tags                 = var.tags
}

# Attach provided policies to the role
resource ""aws_iam_role_policy_attachment"" ""role"" {
  # The ""for_each"" value depends on resource attributes that cannot be determined
  # until apply, so Terraform cannot predict how many instances will be created.
  # for_each   = toset(var.policies)
  # policy_arn = each.key
  count      = var.policies_count
  role       = aws_iam_role.role.name
  policy_arn = element(var.policies, count.index)
}

# Attach provided inline policies to the role
resource ""aws_iam_role_policy"" ""role"" {
  # The ""for_each"" value depends on resource attributes that cannot be determined
  # until apply, so Terraform cannot predict how many instances will be created.
  # for_each = toset(var.json_policies)
  # policy   = each.key
  count  = var.json_policies_count
  role   = aws_iam_role.role.name
  name   = ""${var.name}-${count.index}""
  policy = element(var.json_policies, count.index)
}
",2831,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:03:18
main_custom_assumeRole.tf,JousP/terraform-aws-iam-assumeRole,examples\custom-role\main_custom_assumeRole.tf,"# Generates an IAM policy document
data ""aws_iam_policy_document"" ""role_custom_assumeRole"" {
  statement {
    sid     = ""CustomAssumeRole""
    actions = [""sts:AssumeRole""]
    principals {
      type        = ""Service""
      identifiers = [""ecs.amazonaws.com""]
    }
    effect = ""Allow""
  }
}

module ""role_custom_assumeRole"" {
  source               = ""JousP/iam-assumeRole/aws""
  version              = ""~> 3.3""
  name                 = ""custom-assumeRole""
  description          = ""Custom role with customization the assume_role policy""
  assume_role_policy   = data.aws_iam_policy_document.role_custom_assumeRole.json
  path                 = ""/custom/""
  max_session_duration = 7200
}

",693,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:18
main_custom_policies.tf,JousP/terraform-aws-iam-assumeRole,examples\custom-role\main_custom_policies.tf,"# Generates an IAM policy document
data ""aws_iam_policy_document"" ""s3_all_readonly"" {
  statement {
    actions   = [""s3:Get*"", ""s3:List*""]
    effect    = ""Allow""
    resources = [""arn:aws:s3:::bucket1*""]
  }
}

data ""aws_iam_policy_document"" ""s3_bucket3_readonly"" {
  statement {
    actions   = [""s3:Get*"", ""s3:List*""]
    effect    = ""Allow""
    resources = [""arn:aws:s3:::bucket3*""]
  }
}

data ""aws_iam_policy_document"" ""s3_bucket4_readonly"" {
  statement {
    actions   = [""s3:Get*"", ""s3:List*""]
    effect    = ""Allow""
    resources = [""arn:aws:s3:::bucket4*""]
  }
}

resource ""aws_iam_policy"" ""s3_all_readonly"" {
  name        = ""custom-policies-s3-all-readonly""
  path        = ""/""
  description = ""Policy for custom-policies role""
  policy      = data.aws_iam_policy_document.s3_all_readonly.json
}

module ""role_custom_policies"" {
  source              = ""JousP/iam-assumeRole/aws""
  version             = ""~> 3.3""
  name                = ""custom-policies""
  description         = ""Custom role with fixed inline and managed policies""
  path                = ""/custom/""
  policies            = [aws_iam_policy.s3_all_readonly.arn]
  policies_count      = 1
  json_policies       = [data.aws_iam_policy_document.s3_bucket3_readonly.json]
  json_policies_count = 1
}

resource ""aws_iam_role_policy"" ""role_custom_policies_bucket4"" {
  name   = ""custom-policies-s3-bucket4-readonly""
  role   = module.role_custom_policies.id
  policy = data.aws_iam_policy_document.s3_bucket4_readonly.json
}

resource ""aws_iam_role_policy_attachment"" ""role_custom_policies_ro"" {
  role       = module.role_custom_policies.id
  policy_arn = ""arn:aws:iam::aws:policy/ReadOnlyAccess""
}
",1675,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:03:18
main_custom_policies_strict.tf,JousP/terraform-aws-iam-assumeRole,examples\custom-role\main_custom_policies_strict.tf,"# Generates an IAM policy document
data ""aws_iam_policy_document"" ""s3_bucket1_readonly"" {
  statement {
    actions   = [""s3:Get*"", ""s3:List*""]
    effect    = ""Allow""
    resources = [""arn:aws:s3:::bucket1*""]
  }
}

data ""aws_iam_policy_document"" ""s3_bucket2_readonly"" {
  statement {
    actions   = [""s3:Get*"", ""s3:List*""]
    effect    = ""Allow""
    resources = [""arn:aws:s3:::bucket2*""]
  }
}

module ""role_custom_policies_strict"" {
  source              = ""JousP/iam-assumeRole/aws""
  version             = ""~> 3.3""
  name                = ""custom-policies-trict""
  description         = ""Custom role with fixed and strict inline and managed policies""
  path                = ""/custom/""
  managed_policy_arns = [""arn:aws:iam::aws:policy/ReadOnlyAccess""]
  inline_policy = [
    {
      name   = ""ReadOnlyBucket1""
      policy = data.aws_iam_policy_document.s3_bucket1_readonly.json
    },
    {
      name   = ""ReadOnlyBucket2""
      policy = data.aws_iam_policy_document.s3_bucket2_readonly.json
    }
  ]
}

",1016,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:03:18
lambda.tf,scott-thomas/AWS-Atlas-PrivateLink,modules\aws\lambda.tf,"# Create an IAM role for the Lambda function
resource ""aws_iam_role"" ""lambda_exec"" {
  name = ""lambda-exec-role-private-vpc-movie-search""

  assume_role_policy = jsonencode({
    Version   = ""2012-10-17"",
    Statement = [
      {
        Action    = ""sts:AssumeRole"",
        Effect    = ""Allow"",
        Principal = {
          Service = ""lambda.amazonaws.com""
        }
      }
    ]
  })
}

resource ""aws_iam_role_policy"" ""lambda_mongodb_policy"" {
  name = ""lambda-mongodb-iam-policy""
  role = aws_iam_role.lambda_exec.id

  policy = jsonencode({
    Version = ""2012-10-17""
    Statement = [
      {
        Effect = ""Allow""
        Action = [
          ""sts:AssumeRole"",
          ""sts:TagSession""
        ]
        Resource = ""*""
      }
    ]
  })
}

# Attach the AWSLambdaVPCAccessExecutionRole policy to the IAM role
resource ""aws_iam_role_policy_attachment"" ""lambda_vpc_access"" {
  role       = aws_iam_role.lambda_exec.name
  policy_arn = ""arn:aws:iam::aws:policy/service-role/AWSLambdaVPCAccessExecutionRole""
}

# Create a security group for the Lambda function
resource ""aws_security_group"" ""lambda_sg"" {
  name        = ""lambda-sg""
  description = ""Security group for Lambda function""
  vpc_id      = aws_vpc.main.id

  # Allow all outbound traffic
  egress {
    from_port   = 0
    to_port     = 0
    protocol    = ""-1""
    cidr_blocks = [""0.0.0.0/0""]
  }
}

resource ""aws_s3_bucket"" ""lambda_deployment_bucket"" {
  bucket_prefix = ""lambda-code-movie-search-"" # AWS recommends using a prefix for unique names

  # Enable versioning to easily revert to previous Lambda versions if needed

  tags = {
    Name = ""Lambda Deployment Bucket for Movie Search""
  }
}

resource ""aws_s3_object"" ""lambda_code_upload"" {
  bucket = aws_s3_bucket.lambda_deployment_bucket.id
  # Use the MD5 hash of the zip file content as part of the key
  # This ensures a new S3 object is created if the code changes,
  # which properly triggers Lambda updates.
  key    = ""lambda_function_package/${data.archive_file.lambda_zip.output_md5}.zip""
  source = data.archive_file.lambda_zip.output_path # Path to the generated zip file
  etag   = data.archive_file.lambda_zip.output_md5  # ETag for S3 object content verification
}

resource ""aws_lambda_function"" ""my_lambda"" {
  function_name = ""get-movies"" # Name for your Lambda function
  handler       = ""lambda_function.lambda_handler"" # File and function name
  runtime       = ""python3.9""                      # Or python3.10, python3.11 etc.
  role          = aws_iam_role.lambda_exec.arn
  timeout       = 90                               # Lambda timeout in seconds (adjust as needed)
  memory_size   = 256                              # Lambda memory in MB (adjust as needed)

  s3_bucket = aws_s3_bucket.lambda_deployment_bucket.id
  # Updated: Reference the new aws_s3_object resource
  s3_key = aws_s3_object.lambda_code_upload.key

  # --- VPC Configuration ---
  # These must be IDs of existing resources in your AWS account.
  vpc_config {
    subnet_ids         = [aws_subnet.private_a.id, aws_subnet.private_b.id, aws_subnet.private_c.id]
    security_group_ids = [aws_security_group.lambda_sg.id]
  }

  # --- Environment Variables ---
  environment {
    variables = {
      MONGODB_URI = var.atlas_endpoint_service_name
      MONGODB_DATABASE = ""sample_mflix""
      # Replace <user>, <password>, and the VPC endpoint DNS name with your actual values.
      # It's highly recommended to use AWS Secrets Manager for sensitive data like passwords.
    }
  }

  tags = {
    Name = ""vector-search-lambda""
  }
}",3563,False,Medium,Actions restricted to specific ARNs without wildcard resources,Checkov not installed,2026-06-14 20:03:20
main.tf,StratusGrid/terraform-aws-iam-role-cross-account-trusting,main.tf,"data ""aws_caller_identity"" ""current"" {
}

module ""iam_policy_document"" {
  source         = ""./iam-policy-document-abstraction""
  principal_arns = var.principal_arns
  require_mfa    = var.require_mfa
}

resource ""aws_iam_role"" ""cross_account_assume_role"" {
  name                 = var.role_name
  assume_role_policy   = module.iam_policy_document.iam_policy_json
  max_session_duration = var.max_session_duration
  tags                 = local.common_tags
}

resource ""aws_iam_role_policy_attachment"" ""cross_account_assume_role"" {
  count      = length(var.policy_arns)
  role       = aws_iam_role.cross_account_assume_role.name
  policy_arn = element(var.policy_arns, count.index)
}

",687,False,High,Scoped actions with MFA condition; follows least-privilege,Checkov not installed,2026-06-14 20:03:23
-outputs.tf,StratusGrid/terraform-aws-iam-role-cross-account-trusting,iam-policy-document-abstraction\-outputs.tf,"output ""iam_policy_json"" {
  description = ""Permissions attached to the policy""
  value = join(
    "","",
    concat(
      data.aws_iam_policy_document.cross_account_assume_role_policy[*].json,
      data.aws_iam_policy_document.cross_account_assume_role_policy_mfa[*].json,
    ),
  )
}",287,False,High,Scoped actions with MFA condition; follows least-privilege,Checkov not installed,2026-06-14 20:03:23
policy.tf,StratusGrid/terraform-aws-iam-role-cross-account-trusting,iam-policy-document-abstraction\policy.tf,"data ""aws_iam_policy_document"" ""cross_account_assume_role_policy_mfa"" {
  count = var.require_mfa ? 1 : 0

  statement {
    effect = ""Allow""

    principals {
      type        = ""AWS""
      identifiers = var.principal_arns
    }

    actions = [""sts:AssumeRole""]

    condition {
      test     = ""Bool""
      variable = ""aws:MultiFactorAuthPresent""
      values = [
        ""true"",
      ]
    }
  }
}

data ""aws_iam_policy_document"" ""cross_account_assume_role_policy"" {
  count = var.require_mfa ? 0 : 1

  statement {
    effect = ""Allow""

    principals {
      type        = ""AWS""
      identifiers = var.principal_arns
    }

    actions = [""sts:AssumeRole""]
  }
}

",674,False,High,Scoped actions with MFA condition; follows least-privilege,Checkov not installed,2026-06-14 20:03:23
data.tf,tinfoilcipher/terraform-aws-eks-service-account-with-oidc-iam-role,data.tf,"data ""aws_iam_policy_document"" ""this"" {
    dynamic ""statement"" {
        for_each = var.enabled_sts_services
        iterator = enabled_sts_services
        content {
            sid = ""GrantSTS${upper(enabled_sts_services.value)}""
            actions = [""sts:AssumeRole""]
            principals {
                type        = ""Service""
                identifiers = [""${enabled_sts_services.value}.amazonaws.com""]
            }
            effect = ""Allow""
        }
    }
    statement {
        sid = ""GrantK8sSAAccessToAWS""
        actions = [""sts:AssumeRoleWithWebIdentity""]
        principals {
            type        = ""Federated""
            identifiers = [var.openid_connect_provider_arn]
        }
        effect = ""Allow""    
        condition {
            test = ""StringEquals""
            variable = ""${replace(var.openid_connect_provider_url, ""https://"", """")}:sub""
            values = [
                ""system:serviceaccount:${var.kubernetes_namespace}:${var.service_account_name}""
            ]
        }
        condition {
            test = ""StringEquals""
            variable = ""${replace(var.openid_connect_provider_url, ""https://"", """")}:aud""
            values = [
                ""sts.amazonaws.com""
            ]
        }
    }
}
",1260,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:25
main.tf,tinfoilcipher/terraform-aws-eks-service-account-with-oidc-iam-role,main.tf,"resource ""aws_iam_role"" ""this"" {
    name                = var.iam_role_name != """" ? var.iam_role_name : ""${var.service_account_name}-role""
    assume_role_policy  = data.aws_iam_policy_document.this.json
}

resource ""aws_iam_role_policy_attachment"" ""this"" {
    count       = length(var.iam_policy_arns)
    role        = aws_iam_role.this.name
    policy_arn  = var.iam_policy_arns[count.index]
}

resource ""kubernetes_service_account"" ""this"" {
    count = var.provision_k8s_sa ? 1 : 0
    metadata {
        name        = var.service_account_name
        namespace   = var.kubernetes_namespace
        annotations = {
            ""eks.amazonaws.com/role-arn"" = aws_iam_role.this.arn
        }
    }
}",703,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:25
main.tf,ucopacme/terraform-aws-assume-role,main.tf,"resource ""aws_iam_role"" ""role"" {
  count                 = var.enabled ? 1 : 0
  name                  = var.name
  assume_role_policy    = var.assume_role_policy
  path                  = var.path
  description           = var.description
  max_session_duration  = var.max_session_duration
  force_detach_policies = var.force_detach_policies
  tags                  = var.tags
}

resource ""aws_iam_policy"" ""user_policies"" {
  name        = ""${var.name}Policy-${count.index}""
  path        = var.path
  description = ""User-managed policy assigned to the ${var.name}Role role (generated by Terraform)""
  policy      = var.policy_jsons[count.index]
  count       = length(var.policy_jsons)
}

resource ""aws_iam_role_policy_attachment"" ""user_policies"" {
  role       = join("""", aws_iam_role.role.*.name)
  policy_arn = element(aws_iam_policy.user_policies.*.arn, count.index)
  count      = length(var.policy_jsons)
}

resource ""aws_iam_role_policy_attachment"" ""attached_policies"" {
  role       = join("""", aws_iam_role.role.*.name)
  policy_arn = var.policy_arns[count.index]
  count      = length(var.policy_arns)
}

# Conditionally creating instance profile
resource ""aws_iam_instance_profile"" ""instance_profile"" {
  count = var.create_instance_profile ? 1 : 0
  name  = ""${var.name}-instance-profile""
  role  = aws_iam_role.role[0].name
  path  = var.path
}
",1359,False,Medium,No obvious wildcard escalation paths detected,Checkov not installed,2026-06-14 20:03:27
